学号_统一,学业_总修读学分,学业_学分加权平均分,学业_挂科学分占比,学业_绝对挂科门数,学业_奖学金累计总额
pjwtqxbj959,157.0,82.97515395062713,0.02229299221063744,1,0.0
pjwtqxbj960,173.7,72.95163656006699,0.10650546306819442,8,0.0
pjwtqxbj965,166.5,89.24864328836976,0.0,0,11000.0
pjwtqxbj967,156.5,86.70989861278603,0.012779551899070166,1,14600.0
pjwtqxbj968,156.5,78.51564993510225,0.05111820759628066,13,600.0
pjwtqxbj969,163.2,77.10538743226793,0.03676470362961375,2,0.0
pjwtqxbj971,175.6,73.68564500651225,0.10250568892336624,10,0.0
pjwtqxbj972,177.7,76.74085105566398,0.06471580952640352,9,0.0
pjwtqxbj974,145.5,91.77456413920521,0.0,0,39000.0
pjwtqxbj976,160.5,78.14765868238887,0.04361370444774427,3,0.0
pjwtqxbj977,152.5,79.25573250782082,0.0,2,600.0
pjwtqxbj979,151.5,88.95312944203765,0.0,0,6200.0
pjwtqxbj982,173.2,88.55599950600465,0.0,0,2700.0
pjwtqxbj983,153.2,85.77545132014025,0.0,0,2200.0
pjwtqxbj984,151.5,84.16963140794512,0.013201319260638993,1,6200.0
pjwtqxbj985,147.5,85.92202807308284,0.0,3,1800.0
pjwtqxbj987,151.5,85.9168260120907,0.0,0,2800.0
pjwtqxbj988,172.0,85.3055182961908,0.0,0,5600.0
pjwtqxbj993,156.5,83.05047392648729,0.0,0,1600.0
pjwtqxbj998,155.0,85.81902672135311,0.0,4,10600.0
pjwtzxbj996,202.8,64.6203123954481,0.2662721762193207,21,0.0
pjwuzxbj992,195.5,69.1621447998903,0.21483374860185428,18,600.0
pjwuzxbj995,159.5,75.23322412330883,0.04388714458387808,6,0.0
pjxpqxbj911,150.8,89.6816916656703,0.0,2,1000.0
pjxpqxbj912,157.1,87.73519492455793,0.0,2,5600.0
pjxpqxbj914,164.5,83.62978215016521,0.0,1,2200.0
pjxpqxbj915,164.1,80.19743569790154,0.04265691391487423,6,600.0
pjxpqxbj916,172.6,88.98203424206059,0.020278098477514574,1,7600.0
pjxpqxbj918,169.0,75.19526182276557,0.07396449266482291,4,0.0
pjxpqxbj919,164.0,77.97682451360826,0.0457317045285546,5,0.0
pjxpqxbj920,193.5,69.86356228095285,0.1627906892614631,10,0.0
pjxpqxbj924,169.0,83.00768739599482,0.05917159413185834,5,600.0
pjxpqxbj925,161.6,84.9269749426377,0.0,3,0.0
pjxpqxbj926,157.1,86.69382007041247,0.0,0,6200.0
pjxpqxbj927,159.0,84.39307645326564,0.0,0,600.0
pjxpqxbj930,202.0,64.0089077223313,0.22524751360160825,27,0.0
pjxpqxbj932,150.8,83.14256743086422,0.0,5,0.0
pjxpqxbj933,154.8,85.91795310607537,0.0,3,1600.0
pjxpqxbj934,219.5,83.97995061594757,0.03872437181210151,4,2100.0
pjxpqxbj937,150.8,88.63792515663626,0.0,0,1200.0
pjxpqxbj941,150.8,93.56498053282621,0.0,0,25000.0
pjxpqxbj944,150.8,85.16909249541825,0.0,0,600.0
pjxpqxbj945,157.1,87.85359084318327,0.0,3,5000.0
pjxpqxbj946,151.1,84.05823401335314,0.001985439974491067,1,0.0
pjxpqxbj954,160.8,85.01305441461103,0.0,1,1200.0
pjxpqxbj955,159.0,83.96666138574457,0.0,0,0.0
pjxpqxbj956,157.0,89.17005801464599,0.0,0,4100.0
pjxpqxbj957,178.0,74.98595084348591,0.12078651006817359,13,0.0
pjxpqxbj961,160.8,83.93780572526083,0.0,0,0.0
pjxpqxbj962,150.8,90.94959609087559,0.0,0,2200.0
pjxpqxbj963,160.8,88.15049203044204,0.012437810171777973,2,16500.0
pjxpqxbj967,169.1,82.69189339492056,0.0,0,1800.0
pjxpqxbj969,162.3,77.16696998355083,0.04805914676160525,7,600.0
pjxpqxbj971,169.1,86.554696241591,0.011827320412340603,3,0.0
pjxpqxbj972,154.5,82.90161275717716,0.01294498298090725,10,0.0
pjxpqxbj973,160.8,83.08643761900262,0.04975124068711189,1,1200.0
pjxpqxbj975,169.1,84.16321205421573,0.0,0,0.0
pjxpqxbj976,179.0,77.87094537033825,0.1117318373334169,3,1600.0
pjxpqxbj977,157.1,88.20686898746855,0.0,0,1200.0
pjxpqxbj978,208.25,85.85641844627041,0.009603841075445806,1,6600.0
pjxpqxbj979,159.0,85.6823845482777,0.0,0,600.0
pjxpqxbj981,215.25,79.80464205321059,0.0371660842199264,3,1800.0
pjxpqxbj985,159.0,88.11508879779315,0.0,0,1200.0
pjxpqxbj986,157.1,84.40928807070095,0.0,1,0.0
pjxpqxbj987,158.8,87.46473000851825,0.0,0,3300.0
pjxpqxbj992,150.7,82.22361763612359,0.0,0,1200.0
pjxpqxbj994,170.8,85.03336738680518,0.0,2,1200.0
pjxpqxbj997,152.5,80.73310946012397,0.0,1,0.0
pjxpqxbj998,160.8,80.42909947580226,0.0,1,0.0
pjxqqxbj947,123.0,85.22682233928273,0.0,0,0.0
pjxqqxbj949,128.0,87.39061817260796,0.0,0,600.0
pjxqqxbj951,130.0,84.31307043745612,0.0,0,0.0
pjxqqxbj954,143.0,83.66293121238243,0.0,0,0.0
pjxqqxbj957,123.0,86.74389538667516,0.0,2,0.0
pjxqqxbj959,151.0,91.49800718556244,0.0,0,2200.0
pjxqqxbj961,126.0,88.34523108371182,0.0,0,6200.0
pjxqqxbj964,129.0,91.8953417135394,0.0,0,3200.0
pjxqqxbj967,140.0,89.15999363142902,0.0,0,600.0
pjxqqxbj969,125.0,92.10719263142458,0.0,0,2200.0
pjxqqxbj970,139.0,87.87265554872981,0.0,11,0.0
pjxqqxbj973,140.3,83.63506175088654,0.0,3,0.0
pjxqqxbj974,143.7,90.02713360980282,0.0,0,18500.0
pjxqqxbj975,145.7,89.12559443201137,0.0,0,1800.0
pjxqqxbj977,123.0,88.58454564353286,0.0,0,1200.0
pjxqqxbj979,152.3,79.34799216362494,0.05909388975089364,7,0.0
pjxqqxbj981,140.0,91.54499346107188,0.0,0,12100.0
pjxqqxbj982,131.7,88.37508820234714,0.0,0,600.0
pjxqqxbj983,126.0,87.51983432382266,0.0,0,600.0
pjxqqxbj985,128.7,88.14218429353657,0.0,0,1500.0
pjxqqxbj986,128.0,89.86249297949273,0.0,0,1000.0
pjxqqxbj988,143.0,88.91747629947719,0.0,0,1200.0
pjxqqxbj989,127.0,84.65511144447942,0.0,1,0.0
pjxqqxbj991,124.0,89.38144440472222,0.0,0,1200.0
pjxqqxbj996,147.0,88.0333273446716,0.013605441251330527,1,0.0
pjxqqxbj997,147.0,88.66938172317131,0.0,0,0.0
pjxqqxbj998,150.3,78.42181780293959,0.07984031404921396,6,0.0
pjxqzxbj967,221.6,49.18321077693092,0.4431407742264994,69,0.0
pjxqzxbj971,155.2,80.71777830426686,0.07731958264693412,7,0.0
pjxqzxbj973,153.2,85.76370197364871,0.01958224415259503,4,1200.0
pjxqzxbj975,141.2,87.22803914815587,0.0,6,1800.0
pjxqzxbj979,172.4,79.69315082986364,0.08526681639983663,10,0.0
pjxqzxbj980,148.2,91.38595874588673,0.0,0,11000.0
pjxqzxbj982,175.7,68.29367852625622,0.20489469522511697,31,0.0
pjxqzxbj983,162.4,72.17364087600733,0.17980294459341473,28,0.0
pjxqzxbj984,152.7,80.17877667460533,0.0687622744752931,4,0.0
pjxqzxbj985,164.2,73.7161952669796,0.14007307307715755,9,0.0
pjxqzxbj989,151.2,88.88425338067107,0.0,0,3200.0
pjxqzxbj994,148.2,88.02833414113805,0.0,1,17500.0
pjxqzxbj995,168.0,73.11011469582651,0.1517857052508509,23,0.0
pjxqzxbj996,155.2,81.8898143112233,0.057989686985200586,5,1200.0
pjxqzxbj997,147.2,87.6141244827361,0.0,3,2600.0
pjxrqxbj891,149.3,86.20294131259602,0.02009376958514604,1,2600.0
pjxrqxbj892,145.0,80.78068408409075,0.0,1,0.0
pjxrqxbj894,155.0,78.88193039471417,0.05806451238293468,3,0.0
pjxrqxbj898,164.8,80.11164562429335,0.0,0,1200.0
pjxrqxbj901,145.5,91.22542328347606,0.0,1,600.0
pjxrqxbj903,156.7,90.95213203879185,0.0,0,3600.0
pjxrqxbj905,305.3,40.56075857973277,0.5342286100809496,69,0.0
pjxrqxbj908,150.0,94.99599366693376,0.013333332444444504,1,31000.0
pjxrqxbj909,166.0,73.73192326916124,0.12650601647554116,8,0.0
pjxrqxbj911,172.0,71.0732516817877,0.1511627819091406,11,0.0
pjxrqxbj914,146.2,79.91654720133056,0.027359779250357097,7,0.0
pjxrqxbj916,182.0,67.81483143874551,0.17582416616350735,15,0.0
pjxrqxbj918,155.0,87.05934922197747,0.038709674921956455,2,2500.0
pjxrqxbj919,157.0,85.89935758602819,0.019108279037689233,1,2400.0
pjxrqxbj928,151.0,77.78012729932931,0.04635761282399915,3,600.0
pjxrqxbj930,155.0,83.16322044108254,0.05161289989594194,5,5600.0
pjxrqxbj937,152.0,80.66381048264404,0.03289473467797798,4,2400.0
pjxrqxbj939,145.0,84.95378724456639,0.0,0,1800.0
pjxrqxbj942,151.0,88.7185371709578,0.0,0,600.0
pjxrqxbj943,163.3,92.26637524394518,0.0,0,10200.0
pjxrqxbj944,161.0,83.21738613556607,0.012422359476872083,1,600.0
pjxrqxbj945,169.0,71.25857566517304,0.13609466650327418,7,0.0
pjxrqxbj947,167.5,79.96954746450463,0.029850744486522716,2,0.0
pjxrqxbj951,142.0,83.9690081711966,0.0,0,1200.0
pjxrqxbj952,148.0,83.23783221365998,0.020270268900657508,4,600.0
pjxrqxbj954,167.0,90.64789876359887,0.0,1,2800.0
pjxrqxbj955,158.0,94.27088010943797,0.0,0,4600.0
pjxrqxbj957,151.0,91.59072241121044,0.03311258058857082,2,3100.0
pjxrqxbj958,156.0,85.17307146326465,0.03846153599605538,2,600.0
pjxrqxbj961,146.0,92.12328136141909,0.0,0,19000.0
pjxrqxbj962,148.5,73.64578628647904,0.04377104082349893,2,0.0
pjxrqxbj963,214.7,61.62552111665016,0.31066603117531294,24,0.0
pjxrqxbj969,148.0,78.88242710253871,0.013513512600438338,2,600.0
pjxrqxbj971,145.9,82.98285928835783,0.02056202737751697,1,0.0
pjxrqxbj972,149.3,80.92095908098062,0.0,0,0.0
pjxrqxbj973,148.0,80.16688647521038,0.013513512600438338,2,0.0
pjxrqxbj978,142.0,78.91830430152787,0.0,0,1800.0
pjxrqxbj981,156.5,81.0217200625099,0.028753991772907873,4,0.0
pjxrqxbj983,151.0,83.9827758951804,0.013245032235428328,4,0.0
pjxrqxbj988,184.0,67.81956153154556,0.20108694559310078,24,600.0
pjxrqxbj990,151.0,90.1668814459019,0.039735096706284986,2,9500.0
pjxrqxbj992,144.3,91.32639699747767,0.024255022574149507,4,8600.0
pjxrqxbj994,152.0,89.60262568403779,0.01973684080678679,2,9000.0
pjxrqxbj996,170.7,86.89689004704803,0.011716460942210842,3,20200.0
pjxsqxbj751,219.3,61.549700795727276,0.3798449439195192,33,0.0
pjxsqxbj752,146.0,82.81848747818579,0.017123286498405034,1,600.0
pjxsqxbj758,200.0,48.42524757873762,0.5529999723500013,56,0.0
pjxsqxbj760,217.8,45.448345020737136,0.6157024510696761,63,0.0
pjxsqxbj764,134.1,85.94965802015973,0.014914241989989412,1,600.0
pjxsqxbj765,138.5,86.6191273199186,0.0,0,0.0
pjxsqxbj768,146.5,82.95118887705195,0.04095562860371136,2,0.0
pjxsqxbj771,152.0,76.91216599262066,0.046052628549169174,4,0.0
pjxsqxbj772,166.75,71.31573785212966,0.1379310262110329,12,0.0
pjxsqxbj774,152.0,72.24769261528337,0.08223683669494496,8,0.0
pjxsqxbj777,167.5,75.19432386899558,0.1492537224326136,7,0.0
pjxsqxbj778,150.5,85.45215379055456,0.0,1,6000.0
pjxsqxbj779,132.25,88.64573998897995,0.0,0,600.0
pjxsqxbj780,191.2,68.00078096230226,0.2667363877229923,14,0.0
pjxsqxbj784,139.0,83.18164869196772,0.017985610216862576,1,0.0
pjxsqxbj786,146.5,81.30409001337269,0.02730375240247424,2,600.0
pjxsqxbj787,162.5,75.81722610355531,0.11876922346035548,13,0.0
pjxsqxbj788,155.0,77.49902725812727,0.09354838106139476,7,0.0
pjxsqxbj789,142.3,85.7824957285667,0.0,1,600.0
pjxsqxbj790,150.0,81.0429945971337,0.03666666422222238,2,0.0
pjxsqxbj792,150.0,81.96932786871147,0.04333333044444464,3,0.0
pjxsqxbj796,146.0,79.51540551264345,0.04109588759617208,3,0.0
pjxsqxbj800,164.5,81.74893120067289,0.048632215888619094,4,0.0
pjxsqxbj801,142.0,83.24048709574033,0.0,0,600.0
pjxsqxbj807,150.0,80.20866131942257,0.053333329777778014,3,0.0
pjxsqxbj808,146.5,86.96142751116535,0.0,2,13100.0
pjxsqxbj809,155.5,77.78809789144064,0.10289388405827112,5,600.0
pjxsqxbj810,138.5,86.1772500955054,0.0,0,600.0
pjxsqxbj811,179.5,74.14456411450897,0.19498606156066509,16,1000.0
pjxsqxbj812,194.5,65.10565217965798,0.2570693955234244,16,0.0
pjxsqxbj815,139.5,87.803219512314,0.0,1,1800.0
pjxsqxbj816,143.5,87.35086499297108,0.0,0,600.0
pjxsqxbj820,140.5,82.10995856868622,0.0,0,0.0
pjxsqxbj821,154.5,73.86989813139817,0.061488669159309436,4,0.0
pjxsqxbj823,148.9,76.9828692422519,0.028878439967868368,7,0.0
pjxsqxbj824,158.6,91.56872058204787,0.0006305169842044777,1,9200.0
pjxsqxbj825,149.2,85.53752777898609,0.0,0,600.0
pjxsqxbj826,139.5,80.86845298434028,0.028673833069976125,5,600.0
pjxsqxbj827,147.6,76.6026370865422,0.02710026916664843,3,0.0
pjxsqxbj829,131.5,84.97679962153616,0.0,0,0.0
pjxsqxbj831,162.5,71.58799559458488,0.1415384528284029,15,0.0
pjxsqxbj834,175.75,65.70156098426395,0.2019914536562473,16,0.0
pjxsqxbj840,139.0,80.62517405574287,0.0,0,0.0
pjxsqxbj843,138.5,85.62562558659742,0.0,4,1200.0
pjxsqxbj844,154.0,81.34772199040766,0.042207789467026656,3,0.0
pjxsqxbj849,151.0,86.28674925253316,0.0,0,1800.0
pjxsqxbj851,141.5,92.72048814696197,0.0,0,3100.0
pjxsqxbj856,137.5,84.12326660921698,0.014545453487603383,2,1800.0
pjxsqxbj857,225.0,59.75533067754086,0.35244442878024757,38,0.0
pjxsqxbj859,131.5,84.93269316101193,0.0,0,1800.0
pjxsqxbj862,168.45,67.23270601171232,0.190264162050213,20,0.0
pjxsqxbj863,144.0,83.8340219559707,0.013888887924382783,1,0.0
pjxsqxbj864,251.6,55.1100931991219,0.4435611906374725,50,0.0
pjxsqxbj867,131.5,87.10227474507417,0.0,1,1800.0
pjxsqxbj871,142.5,89.67613405781515,0.0,0,9000.0
pjxsqxbj872,145.5,87.96975340414066,0.017182129403290076,1,1200.0
pjxsqxbj873,136.5,86.85896799568,0.0,0,1200.0
pjxsqxbj874,138.5,87.65811641457643,0.0,0,1200.0
pjxsqxbj876,146.5,88.48088133236305,0.0,0,2600.0
pjxsqxbj877,169.0,70.9230727264454,0.15384614474283168,12,0.0
pjxsqxbj880,140.5,84.6544423733493,0.0,1,600.0
pjxsqxbj881,191.5,68.37153689965865,0.26109659210983854,20,0.0
pjxsqxbj882,139.0,90.52877046555608,0.0,0,10600.0
pjxsqxbj884,139.5,83.55590798882379,0.0,0,5600.0
pjxsqxbj885,147.5,86.41524837862723,0.0,1,2100.0
pjxsqxbj886,142.0,84.21020533730949,0.01760563256298362,1,600.0
pjxsqxbj887,151.5,89.56666075467585,0.0,0,2600.0
pjxsqxbj888,139.5,87.76737722097654,0.0,0,5600.0
pjxsqxbj892,142.5,85.81227467984037,0.0,0,1200.0
pjxsqxbj893,131.5,90.04676121317405,0.0,0,29000.0
pjxsqxbj894,134.0,83.12499379664226,0.018656715025618283,1,1600.0
pjxsqxbj897,164.0,84.25700705749956,0.02134146211332548,1,1200.0
pjxsqxbj899,138.5,93.37869361886689,0.0,0,3500.0
pjxsqxbj900,135.5,85.70884976318452,0.0,0,1800.0
pjxsqxbj904,145.5,92.65050909618493,0.0,0,4600.0
pjxsqxbj905,139.5,87.12436651438233,0.0,3,1200.0
pjxsqxbj906,141.5,85.69434023361553,0.0,1,1200.0
pjxsqxbj908,142.5,86.26806412153937,0.0,0,0.0
pjxsqxbj909,141.5,89.70282051570173,0.0,0,2200.0
pjxsqxbj912,137.5,89.28908441533932,0.0,0,8500.0
pjxsqxbj916,133.5,89.56141651225344,0.0,0,1200.0
pjxsqxbj918,171.1,89.58503275365092,0.011689070035706017,2,4600.0
pjxsqxbj920,139.0,87.93956201873655,0.0,0,1000.0
pjxsqxbj921,252.1,52.203091939583814,0.45061481750833726,55,0.0
pjxsqxbj922,146.5,86.25699069918151,0.0,0,1200.0
pjxsqxbj925,158.0,78.85284311057954,0.047468351426053705,7,0.0
pjxsqxbj927,143.5,89.94319930709412,0.0,0,1200.0
pjxsqxbj929,137.0,80.24634450756609,0.0036496347700996517,2,0.0
pjxsqxbj932,133.5,93.52471209552718,0.0,0,4200.0
pjxsqxbj934,137.5,90.86072066467486,0.0,0,11200.0
pjxsqxbj936,165.1,90.48576072163776,0.0,0,7000.0
pjxsqxbj938,172.0,68.93575180606095,0.1482558053339648,11,0.0
pjxsqxbj939,232.7,39.49978343361481,0.6458959756813075,76,0.0
pjxsqxbj940,149.5,85.43945916792916,0.0,0,0.0
pjxsqxbj941,147.0,79.25475651328188,0.02040816187699579,1,600.0
pjxsqxbj942,155.5,78.77652226517542,0.06430867753641945,3,0.0
pjxsqxbj944,138.5,92.12237602004505,0.0,0,2400.0
pjxsqxbj946,131.5,86.09847254004012,0.0,0,600.0
pjxsqxbj949,143.5,84.19685824412137,0.013937281258726045,2,600.0
pjxsqxbj953,141.5,90.8335624852606,0.0,0,3200.0
pjxsqxbj954,148.5,88.86868088426391,0.02020201884161489,1,1800.0
pjxsqxbj957,137.5,90.11672071878394,0.0,1,5600.0
pjxsqxbj962,148.0,79.3202649107929,0.05270269914170952,4,0.0
pjxsqxbj965,137.5,90.51599341701866,0.0,0,1200.0
pjxsqxbj966,142.5,84.36595899186253,0.0,0,600.0
pjxsqxbj968,137.5,84.3312665940897,0.0,3,1200.0
pjxsqxbj969,173.7,90.2734547913958,0.011514104115480478,4,10400.0
pjxsqxbj970,133.5,84.98613595609469,0.0,1,0.0
pjxsqxbj971,142.0,87.77393748070863,0.0,0,1600.0
pjxsqxbj976,147.8,82.53856004475236,0.027063597627632094,2,0.0
pjxsqxbj980,152.0,83.38025767235146,0.013157893871191192,8,0.0
pjxsqxbj981,131.5,85.69390983316275,0.0,0,600.0
pjxsqxbj982,137.5,86.79526641488971,0.0,1,1800.0
pjxsqxbj983,131.5,88.2323126819534,0.0,1,600.0
pjxsqxbj984,168.0,83.10207838678105,0.02559523657171211,3,1000.0
pjxsqxbj985,157.0,76.47324353673608,0.08917196884254976,7,0.0
pjxsqxbj986,185.0,65.96999643405425,0.2459459326515712,21,0.0
pjxsqxbj989,137.5,85.17417562369633,0.014545453487603383,2,1200.0
pjxsqxbj994,151.5,89.11649576788807,0.0,0,2000.0
pjxsqxbj995,220.0,60.153179083946405,0.30454544070247996,22,0.0
pjxsqxbj996,135.5,87.21069467079744,0.0,0,600.0
pjxsqxbj997,145.5,83.18693586344084,0.02749140704526412,2,0.0
pjxsqxbj998,143.0,79.40698745405682,0.013986013007971119,1,0.0
pjxtztbj985,194.7,68.88982697021947,0.1956856602113169,19,0.0
pjxtztbj986,192.9,69.87324676655018,0.17936753865383417,27,0.0
pjxtztbj987,211.5,64.71134445809247,0.2931441941775795,19,0.0
pjxtztbj989,152.7,83.60477514048625,0.005239030436212808,2,0.0
pjxtztbj990,156.0,74.82916186992553,0.04807691999506923,3,0.0
pjxtztbj996,188.8,70.88585429630008,0.1906779560022269,20,0.0
pjxtztbj997,167.05,74.13588302089894,0.10924872138588916,8,0.0
pjxtztbj998,152.0,79.43650793180869,0.013157893871191192,4,600.0
pjxtzxbj997,182.5,71.90547551202874,0.16438355263651766,13,0.0
pjxtzxfj978,74.75,80.20734712945189,0.0401337738951473,1,600.0
pjxtzxfj980,81.25,68.70153000596554,0.11692306253254614,6,600.0
pjxtzxfj981,84.75,69.43362012582654,0.1297934950096171,4,600.0
pjxtzxfj982,106.75,61.82200826023342,0.30913346050272034,11,0.0
pjxtzxfj983,75.75,85.91418007733596,0.0,0,1000.0
pjxtzxfj986,79.75,76.1253823040273,0.07523510028399996,2,0.0
pjxtzxfj994,76.75,74.55373621449691,0.06514657131640764,2,0.0
pjxuqwbj443,218.9,64.23572114044217,0.28323434064712927,26,0.0
pjxuqwbj445,166.2,77.60047667867168,0.051744882566493226,7,0.0
pjxuqwbj446,158.0,87.34619700340525,0.0,0,2200.0
pjxuqwbj449,166.3,85.07215363366484,0.015033071856099105,1,10000.0
pjxuqwbj450,262.7,55.527215244491245,0.37875902631294156,46,0.0
pjxuqwbj454,156.0,82.66794341872158,0.0,0,1600.0
pjxuqwbj460,150.5,79.22391500173323,0.01661129457732262,5,0.0
pjxuqwbj461,160.5,90.01370155677873,0.0,0,3600.0
pjxuqwbj463,174.3,75.76649020272575,0.08318989769421126,5,0.0
pjxuqwbj468,195.7,66.28308296969428,0.19417474735949172,19,0.0
pjxuqwbj470,167.5,80.42447281047923,0.03582089338382726,4,0.0
pjxuqwbj472,161.0,75.52546114748688,0.031055898692180204,2,1500.0
pjxuqwbj473,150.0,83.91466107235593,0.013333332444444504,1,3200.0
pjxuqwbj474,155.5,84.97748649662466,0.0,2,5600.0
pjxuqwbj476,148.0,82.22431876862711,0.016891890750547922,1,1200.0
pjxuqwbj477,170.5,83.7384115109436,0.0,2,600.0
pjxuqwbj478,145.5,84.84604227862252,0.0,0,10000.0
pjxuqwbj479,157.0,83.01719216451005,0.0,0,600.0
