BZ(备注),XZNJ(现在年级),XB(性别),XB(性别)_含义,DWDM(院系代码),ZYDM(专业代码),BJDM(班级代码),SYDDM(生源地代码),CPXN(测评学年),CPXQ(测评学期),CPXQ(测评学期)_含义,CJF(成绩分),CJPM(成绩排名),SZF(素质分),SZFPM(素质分排名),NLF(能力分),NLFPM(能力分排名),XSPF(学生评分),BZRPF(班主任评分),FJF(附加分),ZCJ(总成绩),ZYNJPM(专业年级排名),DJ(等级),CZRQ(操作日期),CZZ(操作者),SZNLF(素质+能力分),SZNLFPM(素质+能力分排名),ZYNJRS(专业年级人数),BY1(备用1),BY2(备用2),TSTAMP(时间戳),XH(学号),PDXN(评定学年),PDXQ(评定学期),DYF(德育分),DYCJPM(德育成绩排名),ZYF(智育分),ZYCJPM(智育成绩排名),TYF(体育分),TYCJPM(体育成绩排名),ZHJNF(综合技能分),FZSZCJPM(发展素质成绩排名),QTPF(其它评分),JF(加分),JFLY(加分理由),KF(扣分),KFLY(扣分理由),ZF(总分),BJPM(班级排名),BJRS(班级人数),BJPMBL(班级排名比例),ZYPM(专业排名),ZYRS(专业人数),ZYPMBL(专业排名比例),XNZPM(学年总排名)
,2020,1,第一学期,1101,0101,2001012,320000.0,2022,9,其他,,,,,,,,,,77.248,352,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj888,,,,,,,,,,,,,,,,,33,69,,,,,
,2020,1,第一学期,1101,0101,2001012,120000.0,2022,9,其他,,,,,,,,,,77.003,361,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj121,,,,,,,,,,,,,,,,,35,69,,,,,
,2020,1,第一学期,1101,0101,2001012,140000.0,2022,9,其他,,,,,,,,,,76.947,362,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj345,,,,,,,,,,,,,,,,,36,69,,,,,
,2020,1,第一学期,1101,0101,2001012,610000.0,2022,9,其他,,,,,,,,,,76.744,372,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbl987,,,,,,,,,,,,,,,,,39,69,,,,,
,2020,2,第二学期,1101,0101,2001012,440000.0,2022,9,其他,,,,,,,,,,76.597,378,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj692,,,,,,,,,,,,,,,,,40,69,,,,,
,2020,2,第二学期,1101,0101,2001012,320000.0,2022,9,其他,,,,,,,,,,75.862,413,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj876,,,,,,,,,,,,,,,,,44,69,,,,,
,2020,1,第一学期,1101,0101,2001012,360000.0,2022,9,其他,,,,,,,,,,74.392,475,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbk828,,,,,,,,,,,,,,,,,49,69,,,,,
,2020,1,第一学期,1101,0101,2001012,130000.0,2022,9,其他,,,,,,,,,,74.07,485,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbk486,,,,,,,,,,,,,,,,,50,69,,,,,
,2020,2,第二学期,1101,0101,2001012,410000.0,2022,9,其他,,,,,,,,,,73.944,488,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj506,,,,,,,,,,,,,,,,,52,69,,,,,
,2020,2,第二学期,1101,0101,2001012,330000.0,2022,9,其他,,,,,,,,,,72.705,512,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj187,,,,,,,,,,,,,,,,,54,69,,,,,
,2020,1,第一学期,1101,0101,2001012,450000.0,2022,9,其他,,,,,,,,,,70.045,559,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj599,,,,,,,,,,,,,,,,,60,69,,,,,
,2020,1,第一学期,1101,0101,2001012,230000.0,2022,9,其他,,,,,,,,,,68.869,570,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj384,,,,,,,,,,,,,,,,,62,69,,,,,
,2020,1,第一学期,1101,0101,2001012,650000.0,2022,9,其他,,,,,,,,,,67.35,580,,16:03:54,sumk,,,641,,,07:37:15,pjxxzxbj995,,,,,,,,,,,,,,,,,63,69,,,,,
,2020,1,第一学期,1101,0101,2001012,130000.0,2022,9,其他,,,,,,,,,,65.523,591,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbk470,,,,,,,,,,,,,,,,,65,69,,,,,
,2020,1,第一学期,1101,0101,2001012,340000.0,2022,9,其他,,,,,,,,,,61.883,611,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbk869,,,,,,,,,,,,,,,,,66,69,,,,,
,2020,1,第一学期,1101,0101,2001013,330000.0,2022,9,其他,,,,,,,,,,105.869,15,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj198,,,,,,,,,,,,,,,,,1,68,,,,,
,2020,1,第一学期,1101,0101,2001013,340000.0,2022,9,其他,,,,,,,,,,105.549,16,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbk950,,,,,,,,,,,,,,,,,2,68,,,,,
,2020,1,第一学期,1101,0101,2001013,110000.0,2022,9,其他,,,,,,,,,,95.896,27,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj714,,,,,,,,,,,,,,,,,3,68,,,,,
,2020,1,第一学期,1101,0101,2001013,610000.0,2022,9,其他,,,,,,,,,,91.628,50,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbk024,,,,,,,,,,,,,,,,,5,68,,,,,
,2020,1,第一学期,1101,0101,2001013,520000.0,2022,9,其他,,,,,,,,,,90.812,61,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj927,,,,,,,,,,,,,,,,,7,68,,,,,
,2020,2,第二学期,1101,0101,2001013,410000.0,2022,9,其他,,,,,,,,,,90.273,63,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj484,,,,,,,,,,,,,,,,,8,68,,,,,
,2020,1,第一学期,1101,0101,2001013,130000.0,2022,9,其他,,,,,,,,,,87.052,96,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbk481,,,,,,,,,,,,,,,,,13,68,,,,,
,2020,2,第二学期,1101,0101,2001013,420000.0,2022,9,其他,,,,,,,,,,86.29,106,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbk334,,,,,,,,,,,,,,,,,16,68,,,,,
,2020,1,第一学期,1101,0101,2001013,130000.0,2022,9,其他,,,,,,,,,,83.902,148,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbk505,,,,,,,,,,,,,,,,,19,68,,,,,
,2020,2,第二学期,1101,0101,2001013,130000.0,2022,9,其他,,,,,,,,,,83.307,156,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbk520,,,,,,,,,,,,,,,,,21,68,,,,,
,2020,1,第一学期,1101,0101,2001013,410000.0,2022,9,其他,,,,,,,,,,82.812,160,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj520,,,,,,,,,,,,,,,,,23,68,,,,,
,2020,2,第二学期,1101,0101,2001013,320000.0,2022,9,其他,,,,,,,,,,82.539,166,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj884,,,,,,,,,,,,,,,,,25,68,,,,,
,2020,2,第二学期,1101,0101,2001013,450000.0,2022,9,其他,,,,,,,,,,82.12,174,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj580,,,,,,,,,,,,,,,,,27,68,,,,,
,2020,2,第二学期,1101,0101,2001013,450000.0,2022,9,其他,,,,,,,,,,80.048,231,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj589,,,,,,,,,,,,,,,,,29,68,,,,,
,2020,1,第一学期,1101,0101,2001013,610000.0,2022,9,其他,,,,,,,,,,79.845,241,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbl821,,,,,,,,,,,,,,,,,30,68,,,,,
,2020,1,第一学期,1101,0101,2001013,320000.0,2022,9,其他,,,,,,,,,,79.094,271,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj915,,,,,,,,,,,,,,,,,32,68,,,,,
,2020,1,第一学期,1101,0101,2001013,410000.0,2022,9,其他,,,,,,,,,,78.101,313,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj464,,,,,,,,,,,,,,,,,33,68,,,,,
,2020,1,第一学期,1101,0101,2001013,130000.0,2022,9,其他,,,,,,,,,,78.082,315,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbk519,,,,,,,,,,,,,,,,,34,68,,,,,
,2020,1,第一学期,1101,0101,2001013,410000.0,2022,9,其他,,,,,,,,,,77.309,345,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj528,,,,,,,,,,,,,,,,,36,68,,,,,
,2020,1,第一学期,1101,0101,2001013,610000.0,2022,9,其他,,,,,,,,,,77.276,348,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbl794,,,,,,,,,,,,,,,,,37,68,,,,,
,2020,2,第二学期,1101,0101,2001013,410000.0,2022,9,其他,,,,,,,,,,76.856,365,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj519,,,,,,,,,,,,,,,,,38,68,,,,,
,2020,1,第一学期,1101,0101,2001013,410000.0,2022,9,其他,,,,,,,,,,76.765,371,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj981,,,,,,,,,,,,,,,,,39,68,,,,,
,2020,1,第一学期,1101,0101,2001013,450000.0,2022,9,其他,,,,,,,,,,76.576,380,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj605,,,,,,,,,,,,,,,,,40,68,,,,,
,2020,1,第一学期,1101,0101,2001013,430000.0,2022,9,其他,,,,,,,,,,74.826,452,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj637,,,,,,,,,,,,,,,,,47,68,,,,,
,2020,1,第一学期,1101,0101,2001013,450000.0,2022,9,其他,,,,,,,,,,74.386,476,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj586,,,,,,,,,,,,,,,,,49,68,,,,,
,2020,1,第一学期,1101,0101,2001013,440000.0,2022,9,其他,,,,,,,,,,73.888,491,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj687,,,,,,,,,,,,,,,,,52,68,,,,,
,2020,1,第一学期,1101,0101,2001013,520000.0,2022,9,其他,,,,,,,,,,72.922,508,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbk780,,,,,,,,,,,,,,,,,53,68,,,,,
,2020,1,第一学期,1101,0101,2001013,340000.0,2022,9,其他,,,,,,,,,,72.019,523,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbk910,,,,,,,,,,,,,,,,,55,68,,,,,
,2020,1,第一学期,1101,0101,2001013,320000.0,2022,9,其他,,,,,,,,,,71.711,530,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj910,,,,,,,,,,,,,,,,,57,68,,,,,
,2020,1,第一学期,1101,0101,2001013,420000.0,2022,9,其他,,,,,,,,,,70.381,556,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbk364,,,,,,,,,,,,,,,,,60,68,,,,,
,2020,1,第一学期,1101,0101,2001013,320000.0,2022,9,其他,,,,,,,,,,68.155,576,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj898,,,,,,,,,,,,,,,,,64,68,,,,,
,2020,2,第二学期,1101,0101,2001014,340000.0,2022,9,其他,,,,,,,,,,90.844,59,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbk865,,,,,,,,,,,,,,,,,2,68,,,,,
,2020,1,第一学期,1101,0101,2001014,410000.0,2022,9,其他,,,,,,,,,,87.862,85,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj521,,,,,,,,,,,,,,,,,4,68,,,,,
,2020,2,第二学期,1101,0101,2001014,410000.0,2022,9,其他,,,,,,,,,,87.721,89,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj544,,,,,,,,,,,,,,,,,5,68,,,,,
,2020,1,第一学期,1101,0101,2001014,130000.0,2022,9,其他,,,,,,,,,,86.972,99,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbk521,,,,,,,,,,,,,,,,,7,68,,,,,
,2020,1,第一学期,1101,0101,2001014,210000.0,2022,9,其他,,,,,,,,,,85.725,116,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbk411,,,,,,,,,,,,,,,,,8,68,,,,,
,2020,1,第一学期,1101,0101,2001014,120000.0,2022,9,其他,,,,,,,,,,85.232,124,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj103,,,,,,,,,,,,,,,,,9,68,,,,,
,2020,2,第二学期,1101,0101,2001014,500000.0,2022,9,其他,,,,,,,,,,81.774,180,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj238,,,,,,,,,,,,,,,,,11,68,,,,,
,2020,1,第一学期,1101,0101,2001014,330000.0,2022,9,其他,,,,,,,,,,81.542,184,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj152,,,,,,,,,,,,,,,,,12,68,,,,,
,2020,1,第一学期,1101,0101,2001014,410000.0,2022,9,其他,,,,,,,,,,80.307,220,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj525,,,,,,,,,,,,,,,,,13,68,,,,,
,2020,2,第二学期,1101,0101,2001014,530000.0,2022,9,其他,,,,,,,,,,80.164,227,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj058,,,,,,,,,,,,,,,,,14,68,,,,,
,2020,1,第一学期,1101,0101,2001014,440000.0,2022,9,其他,,,,,,,,,,79.875,239,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj653,,,,,,,,,,,,,,,,,18,68,,,,,
,2020,1,第一学期,1101,0101,2001014,610000.0,2022,9,其他,,,,,,,,,,79.439,258,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbk022,,,,,,,,,,,,,,,,,20,68,,,,,
,2020,1,第一学期,1101,0101,2001014,620000.0,2022,9,其他,,,,,,,,,,79.172,269,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbk610,,,,,,,,,,,,,,,,,23,68,,,,,
,2020,1,第一学期,1101,0101,2001014,130000.0,2022,9,其他,,,,,,,,,,78.851,278,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbk553,,,,,,,,,,,,,,,,,25,68,,,,,
,2020,2,第二学期,1101,0101,2001014,340000.0,2022,9,其他,,,,,,,,,,77.892,324,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj950,,,,,,,,,,,,,,,,,30,68,,,,,
,2020,1,第一学期,1101,0101,2001014,370000.0,2022,9,其他,,,,,,,,,,76.793,370,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbk969,,,,,,,,,,,,,,,,,32,68,,,,,
,2020,1,第一学期,1101,0101,2001014,520000.0,2022,9,其他,,,,,,,,,,75.589,421,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbk760,,,,,,,,,,,,,,,,,36,68,,,,,
,2020,1,第一学期,1101,0101,2001014,450000.0,2022,9,其他,,,,,,,,,,75.547,423,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj595,,,,,,,,,,,,,,,,,37,68,,,,,
,2020,2,第二学期,1101,0101,2001014,130000.0,2022,9,其他,,,,,,,,,,75.338,433,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbk534,,,,,,,,,,,,,,,,,39,68,,,,,
,2020,1,第一学期,1101,0101,2001014,330000.0,2022,9,其他,,,,,,,,,,75.253,437,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj155,,,,,,,,,,,,,,,,,41,68,,,,,
,2020,1,第一学期,1101,0101,2001014,340000.0,2022,9,其他,,,,,,,,,,75.197,440,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbk939,,,,,,,,,,,,,,,,,43,68,,,,,
,2020,2,第二学期,1101,0101,2001014,420000.0,2022,9,其他,,,,,,,,,,75.176,442,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbk336,,,,,,,,,,,,,,,,,44,68,,,,,
,2020,1,第一学期,1101,0101,2001014,360000.0,2022,9,其他,,,,,,,,,,74.805,454,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbk788,,,,,,,,,,,,,,,,,46,68,,,,,
,2020,1,第一学期,1101,0101,2001014,520000.0,2022,9,其他,,,,,,,,,,74.084,484,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbk753,,,,,,,,,,,,,,,,,50,68,,,,,
,2020,1,第一学期,1101,0101,2001014,610000.0,2022,9,其他,,,,,,,,,,73.86,493,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbk007,,,,,,,,,,,,,,,,,51,68,,,,,
,2020,1,第一学期,1101,0101,2001014,640000.0,2022,9,其他,,,,,,,,,,73.594,497,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj255,,,,,,,,,,,,,,,,,52,68,,,,,
,2020,1,第一学期,1101,0101,2001014,530000.0,2022,9,其他,,,,,,,,,,72.404,517,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj829,,,,,,,,,,,,,,,,,54,68,,,,,
,2020,1,第一学期,1101,0101,2001014,340000.0,2022,9,其他,,,,,,,,,,70.948,546,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj953,,,,,,,,,,,,,,,,,57,68,,,,,
,2020,1,第一学期,1101,0101,2001014,500000.0,2022,9,其他,,,,,,,,,,65.845,589,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj225,,,,,,,,,,,,,,,,,61,68,,,,,
,2020,1,第一学期,1101,0101,2001014,440000.0,2022,9,其他,,,,,,,,,,61.343,614,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj663,,,,,,,,,,,,,,,,,63,68,,,,,
,2020,1,第一学期,1101,0101,2001015,620000.0,2022,9,其他,,,,,,,,,,101.86,19,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbk578,,,,,,,,,,,,,,,,,2,70,,,,,
,2020,1,第一学期,1101,0101,2001015,610000.0,2022,9,其他,,,,,,,,,,90.814,60,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbk180,,,,,,,,,,,,,,,,,7,70,,,,,
,2020,1,第一学期,1101,0101,2001015,610000.0,2022,9,其他,,,,,,,,,,87.799,87,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbk095,,,,,,,,,,,,,,,,,8,70,,,,,
,2020,1,第一学期,1101,0101,2001015,440000.0,2022,9,其他,,,,,,,,,,87.021,98,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbj676,,,,,,,,,,,,,,,,,9,70,,,,,
,2020,1,第一学期,1101,0101,2001015,360000.0,2022,9,其他,,,,,,,,,,86.678,102,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbk827,,,,,,,,,,,,,,,,,10,70,,,,,
,2020,1,第一学期,1101,0101,2001015,610000.0,2022,9,其他,,,,,,,,,,86.219,108,,16:03:54,sumk,,,641,,,07:37:15,pjxyqxbl952,,,,,,,,,,,,,,,,,11,70,,,,,
